iter	Passed	Remaining
312	86291	38321
313	86536	38032
314	86763	37735
315	87033	37457
316	87308	37181
317	87574	36902
318	87878	36639
319	88128	36353
320	88430	36088
321	88730	35822
322	89033	35558
323	89259	35263
324	89526	34984
325	89838	34722
326	90085	34436
327	90348	34156
328	90623	33880
329	90929	33616
330	91151	33321
331	91449	33054
332	91760	32791
333	92014	32508
334	92266	32224
335	92533	31946
336	92811	31671
337	93087	31396
338	93352	31117
339	93603	30834
340	93905	30567
341	94196	30296
342	94481	30024
343	94819	29768
344	95068	29484
345	95335	29206
346	95579	28921
347	95836	28640
348	96105	28363
349	96358	28081
350	96603	27797
351	96880	27522
352	97158	27248
353	97421	26969
354	97687	26692
355	97960	26416
356	98224	26138
357	98537	25873
358	98771	25587
359	99022	25305
360	99303	25032
361	99548	24749
362	99773	24462
363	100068	24192
364	100401	23931
365	100667	23654
366	100969	23385
367	101239	23109
368	101541	22840
369	101808	22562
370	102084	22287
371	102305	22001
372	102564	21722
373	102857	21451
374	103122	21174
375	103372	20894
376	103677	20625
377	103944	20349
378	104189	20068
379	104445	19789
380	104724	19515
381	104926	19227
382	105179	18948
383	105475	18677
384	105781	18408
385	106015	18126
386	106313	17856
387	106662	17593
388	106957	17322
389	107200	17042
390	107450	16763
391	107772	16495
392	108053	16221
393	108383	15954
394	108686	15683
395	108966	15409
396	109265	15137
397	109535	14861
398	109799	14584
399	110037	14304
400	110362	14036
401	110650	13762
402	110877	13481
403	111188	13210
404	111500	12939
405	111745	12660
406	112055	12389
407	112369	12118
408	112675	11846
409	112952	11570
410	113196	11292
411	113457	11015
412	113743	10740
413	114013	10465
414	114260	10187
415	114518	9910
416	114759	9632
417	115010	9354
418	115321	9082
419	115599	8807
420	115869	8531
421	116136	8256
422	116429	7982
423	116694	7706
424	116999	7432
425	117281	7158
426	117539	6881
427	117800	6605
428	118069	6330
429	118401	6057
430	118706	5783
431	118984	5508
432	119193	5230
433	119480	4955
434	119791	4681
435	120097	4407
436	120471	4135
437	120693	3857
438	120955	3581
439	121229	3306
440	121522	3031
441	121819	2756
442	122138	2481
443	122430	2205
444	122648	1929
445	122924	1653
446	123188	1377
447	123460	1102
448	123779	827
449	124099	551
450	124390	275
451	124661	0
